"No.","Delta","Time","Source","Destination","Protocol","CumBytes","Length","Info"
"145","0.000008","0.273389","54.210.90.84","128.237.113.226","TCP","122295","1440","5201  >  62388 [ACK] Seq=111295 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"146","0.000003","0.273392","54.210.90.84","128.237.113.226","TCP","123735","1440","5201  >  62388 [ACK] Seq=112669 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"147","0.000002","0.273394","54.210.90.84","128.237.113.226","TCP","125175","1440","5201  >  62388 [ACK] Seq=114043 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"148","0.000003","0.273397","54.210.90.84","128.237.113.226","TCP","126615","1440","5201  >  62388 [ACK] Seq=115417 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"149","0.000002","0.273399","54.210.90.84","128.237.113.226","TCP","128055","1440","5201  >  62388 [ACK] Seq=116791 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"150","0.000003","0.273402","54.210.90.84","128.237.113.226","TCP","129495","1440","5201  >  62388 [ACK] Seq=118165 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"151","0.000003","0.273405","54.210.90.84","128.237.113.226","TCP","130935","1440","5201  >  62388 [ACK] Seq=119539 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"152","0.000002","0.273407","54.210.90.84","128.237.113.226","TCP","132375","1440","5201  >  62388 [ACK] Seq=120913 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"153","0.000003","0.273410","54.210.90.84","128.237.113.226","TCP","133815","1440","5201  >  62388 [ACK] Seq=122287 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"154","0.000003","0.273413","54.210.90.84","128.237.113.226","TCP","135255","1440","5201  >  62388 [ACK] Seq=123661 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"155","0.000002","0.273415","54.210.90.84","128.237.113.226","TCP","136695","1440","5201  >  62388 [ACK] Seq=125035 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"156","0.000034","0.273449","128.237.113.226","54.210.90.84","TCP","136761","66","62388  >  5201 [ACK] Seq=38 Ack=107173 Win=128320 Len=0 TSval=2940919864 TSecr=528800460"
"157","0.000013","0.273462","128.237.113.226","54.210.90.84","TCP","136827","66","62388  >  5201 [ACK] Seq=38 Ack=109921 Win=125568 Len=0 TSval=2940919864 TSecr=528800460"
"158","0.000038","0.273500","128.237.113.226","54.210.90.84","TCP","136893","66","62388  >  5201 [ACK] Seq=38 Ack=112669 Win=122816 Len=0 TSval=2940919864 TSecr=528800460"
"159","0.000012","0.273512","128.237.113.226","54.210.90.84","TCP","136959","66","62388  >  5201 [ACK] Seq=38 Ack=115417 Win=120064 Len=0 TSval=2940919864 TSecr=528800460"
"160","0.000011","0.273523","128.237.113.226","54.210.90.84","TCP","137025","66","62388  >  5201 [ACK] Seq=38 Ack=118165 Win=117312 Len=0 TSval=2940919864 TSecr=528800460"
"161","0.000022","0.273545","128.237.113.226","54.210.90.84","TCP","137091","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=118165 Win=131072 Len=0 TSval=2940919864 TSecr=528800460"
"162","0.000014","0.273559","128.237.113.226","54.210.90.84","TCP","137157","66","62388  >  5201 [ACK] Seq=38 Ack=120913 Win=128320 Len=0 TSval=2940919864 TSecr=528800460"
"163","0.000003","0.273562","128.237.113.226","54.210.90.84","TCP","137223","66","62388  >  5201 [ACK] Seq=38 Ack=122287 Win=126944 Len=0 TSval=2940919864 TSecr=528800460"
"164","0.000002","0.273564","128.237.113.226","54.210.90.84","TCP","137289","66","62388  >  5201 [ACK] Seq=38 Ack=123661 Win=125568 Len=0 TSval=2940919864 TSecr=528800460"
"165","0.000011","0.273575","128.237.113.226","54.210.90.84","TCP","137355","66","62388  >  5201 [ACK] Seq=38 Ack=126409 Win=122816 Len=0 TSval=2940919864 TSecr=528800460"
"166","0.000010","0.273585","54.210.90.84","128.237.113.226","TCP","138795","1440","5201  >  62388 [ACK] Seq=126409 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"167","0.000005","0.273590","128.237.113.226","54.210.90.84","TCP","138861","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=126409 Win=131072 Len=0 TSval=2940919864 TSecr=528800460"
"168","0.000277","0.273867","54.210.90.84","128.237.113.226","TCP","140301","1440","5201  >  62388 [ACK] Seq=127783 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"169","0.000004","0.273871","54.210.90.84","128.237.113.226","TCP","141741","1440","5201  >  62388 [ACK] Seq=129157 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"170","0.000002","0.273873","54.210.90.84","128.237.113.226","TCP","143181","1440","5201  >  62388 [ACK] Seq=130531 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"171","0.000042","0.273915","128.237.113.226","54.210.90.84","TCP","143247","66","62388  >  5201 [ACK] Seq=38 Ack=129157 Win=129696 Len=0 TSval=2940919864 TSecr=528800460"
"172","0.000026","0.273941","128.237.113.226","54.210.90.84","TCP","143313","66","62388  >  5201 [ACK] Seq=38 Ack=131905 Win=128320 Len=0 TSval=2940919864 TSecr=528800460"
"173","0.000047","0.273988","128.237.113.226","54.210.90.84","TCP","143379","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=131905 Win=131072 Len=0 TSval=2940919864 TSecr=528800460"
"174","0.000267","0.274255","54.210.90.84","128.237.113.226","TCP","144819","1440","5201  >  62388 [ACK] Seq=131905 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919805"
"175","0.000178","0.274433","54.210.90.84","128.237.113.226","TCP","146259","1440","5201  >  62388 [ACK] Seq=133279 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919806"
"176","0.000004","0.274437","54.210.90.84","128.237.113.226","TCP","147699","1440","5201  >  62388 [ACK] Seq=134653 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919806"
"177","0.000039","0.274476","128.237.113.226","54.210.90.84","TCP","147765","66","62388  >  5201 [ACK] Seq=38 Ack=134653 Win=128320 Len=0 TSval=2940919865 TSecr=528800460"
"178","0.000011","0.274487","54.210.90.84","128.237.113.226","TCP","149205","1440","5201  >  62388 [ACK] Seq=136027 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919806"
"179","0.000029","0.274516","128.237.113.226","54.210.90.84","TCP","149271","66","62388  >  5201 [ACK] Seq=38 Ack=137401 Win=125568 Len=0 TSval=2940919865 TSecr=528800460"
"180","0.000112","0.274628","128.237.113.226","54.210.90.84","TCP","149337","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=137401 Win=131072 Len=0 TSval=2940919865 TSecr=528800460"
"181","0.000003","0.274631","54.210.90.84","128.237.113.226","TCP","150777","1440","5201  >  62388 [ACK] Seq=137401 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919806"
"182","0.000366","0.274997","54.210.90.84","128.237.113.226","TCP","152217","1440","5201  >  62388 [ACK] Seq=138775 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"183","0.000004","0.275001","54.210.90.84","128.237.113.226","TCP","153657","1440","5201  >  62388 [ACK] Seq=140149 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"184","0.000031","0.275032","128.237.113.226","54.210.90.84","TCP","153723","66","62388  >  5201 [ACK] Seq=38 Ack=140149 Win=129696 Len=0 TSval=2940919865 TSecr=528800460"
"185","0.000079","0.275111","128.237.113.226","54.210.90.84","TCP","153789","66","62388  >  5201 [ACK] Seq=38 Ack=141523 Win=131072 Len=0 TSval=2940919865 TSecr=528800460"
"186","0.000040","0.275151","54.210.90.84","128.237.113.226","TCP","155229","1440","5201  >  62388 [ACK] Seq=141523 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"187","0.000002","0.275153","54.210.90.84","128.237.113.226","TCP","156669","1440","5201  >  62388 [ACK] Seq=142897 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"188","0.000047","0.275200","128.237.113.226","54.210.90.84","TCP","156735","66","62388  >  5201 [ACK] Seq=38 Ack=144271 Win=128320 Len=0 TSval=2940919865 TSecr=528800460"
"189","0.000036","0.275236","128.237.113.226","54.210.90.84","TCP","156801","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=144271 Win=131072 Len=0 TSval=2940919865 TSecr=528800460"
"190","0.000078","0.275314","54.210.90.84","128.237.113.226","TCP","158241","1440","5201  >  62388 [ACK] Seq=144271 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"191","0.000004","0.275318","54.210.90.84","128.237.113.226","TCP","159681","1440","5201  >  62388 [ACK] Seq=145645 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"192","0.000035","0.275353","128.237.113.226","54.210.90.84","TCP","159747","66","62388  >  5201 [ACK] Seq=38 Ack=147019 Win=128320 Len=0 TSval=2940919866 TSecr=528800460"
"193","0.000013","0.275366","128.237.113.226","54.210.90.84","TCP","159813","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=147019 Win=131072 Len=0 TSval=2940919866 TSecr=528800460"
"194","0.000037","0.275403","54.210.90.84","128.237.113.226","TCP","161253","1440","5201  >  62388 [ACK] Seq=147019 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"195","0.000004","0.275407","54.210.90.84","128.237.113.226","TCP","162693","1440","5201  >  62388 [ACK] Seq=148393 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"196","0.000024","0.275431","128.237.113.226","54.210.90.84","TCP","162759","66","62388  >  5201 [ACK] Seq=38 Ack=149767 Win=128320 Len=0 TSval=2940919866 TSecr=528800460"
"197","0.000012","0.275443","128.237.113.226","54.210.90.84","TCP","162825","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=149767 Win=131072 Len=0 TSval=2940919866 TSecr=528800460"
"198","0.000308","0.275751","54.210.90.84","128.237.113.226","TCP","164265","1440","5201  >  62388 [ACK] Seq=149767 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"199","0.000207","0.275958","54.210.90.84","128.237.113.226","TCP","165705","1440","5201  >  62388 [ACK] Seq=151141 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"200","0.000007","0.275965","54.210.90.84","128.237.113.226","TCP","167145","1440","5201  >  62388 [ACK] Seq=152515 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"201","0.000004","0.275969","54.210.90.84","128.237.113.226","TCP","168585","1440","5201  >  62388 [ACK] Seq=153889 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"202","0.000046","0.276015","128.237.113.226","54.210.90.84","TCP","168651","66","62388  >  5201 [ACK] Seq=38 Ack=152515 Win=129696 Len=0 TSval=2940919866 TSecr=528800460"
"203","0.000071","0.276086","128.237.113.226","54.210.90.84","TCP","168717","66","62388  >  5201 [ACK] Seq=38 Ack=155263 Win=128320 Len=0 TSval=2940919866 TSecr=528800460"
"204","0.000028","0.276114","128.237.113.226","54.210.90.84","TCP","168783","66","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=155263 Win=131072 Len=0 TSval=2940919866 TSecr=528800460"
"205","0.000353","0.276467","54.210.90.84","128.237.113.226","TCP","170223","1440","5201  >  62388 [ACK] Seq=155263 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"206","0.007799","0.284266","54.210.90.84","128.237.113.226","TCP","171663","1440","5201  >  62388 [ACK] Seq=156637 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"207","0.000004","0.284270","54.210.90.84","128.237.113.226","TCP","173103","1440","5201  >  62388 [ACK] Seq=158011 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"208","0.000003","0.284273","54.210.90.84","128.237.113.226","TCP","174543","1440","[TCP Previous segment not captured] 5201  >  62388 [ACK] Seq=163507 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"209","0.000009","0.284282","54.210.90.84","128.237.113.226","TCP","175983","1440","[TCP Previous segment not captured] 5201  >  62388 [ACK] Seq=166255 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"210","0.000003","0.284285","54.210.90.84","128.237.113.226","TCP","177423","1440","5201  >  62388 [ACK] Seq=167629 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"211","0.000003","0.284288","54.210.90.84","128.237.113.226","TCP","178863","1440","5201  >  62388 [ACK] Seq=169003 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"212","0.000003","0.284291","54.210.90.84","128.237.113.226","TCP","180303","1440","[TCP Previous segment not captured] 5201  >  62388 [ACK] Seq=173125 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"213","0.000011","0.284302","54.210.90.84","128.237.113.226","TCP","181743","1440","5201  >  62388 [ACK] Seq=174499 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"214","0.000002","0.284304","54.210.90.84","128.237.113.226","TCP","183183","1440","[TCP Previous segment not captured] 5201  >  62388 [ACK] Seq=177247 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"215","0.000003","0.284307","54.210.90.84","128.237.113.226","TCP","184623","1440","5201  >  62388 [ACK] Seq=178621 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"216","0.000003","0.284310","54.210.90.84","128.237.113.226","TCP","186063","1440","5201  >  62388 [PSH, ACK] Seq=179995 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"217","0.000003","0.284313","54.210.90.84","128.237.113.226","TCP","187503","1440","[TCP Previous segment not captured] 5201  >  62388 [ACK] Seq=182743 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"218","0.000002","0.284315","54.210.90.84","128.237.113.226","TCP","188943","1440","5201  >  62388 [ACK] Seq=184117 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"219","0.000003","0.284318","54.210.90.84","128.237.113.226","TCP","190383","1440","5201  >  62388 [ACK] Seq=185491 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"220","0.000003","0.284321","54.210.90.84","128.237.113.226","TCP","191823","1440","5201  >  62388 [ACK] Seq=186865 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"221","0.000003","0.284324","54.210.90.84","128.237.113.226","TCP","193263","1440","5201  >  62388 [ACK] Seq=188239 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"222","0.000003","0.284327","54.210.90.84","128.237.113.226","TCP","194703","1440","5201  >  62388 [ACK] Seq=189613 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"223","0.000002","0.284329","54.210.90.84","128.237.113.226","TCP","196143","1440","[TCP Previous segment not captured] 5201  >  62388 [ACK] Seq=192361 Ack=38 Win=26880 Len=1374 TSval=528800460 TSecr=2940919807"
"224","0.000003","0.284332","54.210.90.84","128.237.113.226","TCP","197583","1440","5201  >  62388 [ACK] Seq=193735 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"225","0.000003","0.284335","54.210.90.84","128.237.113.226","TCP","199023","1440","5201  >  62388 [ACK] Seq=195109 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"226","0.000002","0.284337","54.210.90.84","128.237.113.226","TCP","200463","1440","5201  >  62388 [ACK] Seq=196483 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"227","0.000003","0.284340","54.210.90.84","128.237.113.226","TCP","201903","1440","5201  >  62388 [ACK] Seq=197857 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"228","0.000003","0.284343","54.210.90.84","128.237.113.226","TCP","203343","1440","5201  >  62388 [ACK] Seq=199231 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"229","0.000002","0.284345","54.210.90.84","128.237.113.226","TCP","204783","1440","5201  >  62388 [ACK] Seq=200605 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"230","0.000003","0.284348","54.210.90.84","128.237.113.226","TCP","206223","1440","5201  >  62388 [ACK] Seq=201979 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"231","0.000002","0.284350","54.210.90.84","128.237.113.226","TCP","207663","1440","5201  >  62388 [ACK] Seq=203353 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"232","0.000003","0.284353","54.210.90.84","128.237.113.226","TCP","209103","1440","5201  >  62388 [ACK] Seq=204727 Ack=38 Win=26880 Len=1374 TSval=528800461 TSecr=2940919807"
"233","0.000102","0.284455","128.237.113.226","54.210.90.84","TCP","209169","66","62388  >  5201 [ACK] Seq=38 Ack=158011 Win=129696 Len=0 TSval=2940919874 TSecr=528800460"
"234","0.000016","0.284471","128.237.113.226","54.210.90.84","TCP","209247","78","62388  >  5201 [ACK] Seq=38 Ack=159385 Win=128320 Len=0 TSval=2940919874 TSecr=528800460 SLE=163507 SRE=164881"
"235","0.000009","0.284480","128.237.113.226","54.210.90.84","TCP","209325","78","[TCP Window Update] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=163507 SRE=164881"
"236","0.000011","0.284491","128.237.113.226","54.210.90.84","TCP","209411","86","[TCP Dup ACK 234#1] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=166255 SRE=167629 SLE=163507 SRE=164881"
"237","0.000013","0.284504","128.237.113.226","54.210.90.84","TCP","209497","86","[TCP Dup ACK 234#2] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=166255 SRE=169003 SLE=163507 SRE=164881"
"238","0.000038","0.284542","128.237.113.226","54.210.90.84","TCP","209583","86","[TCP Dup ACK 234#3] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=166255 SRE=170377 SLE=163507 SRE=164881"
"239","0.000009","0.284551","128.237.113.226","54.210.90.84","TCP","209677","94","[TCP Dup ACK 234#4] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=173125 SRE=174499 SLE=166255 SRE=170377 SLE=163507 SRE=164881"
"240","0.000007","0.284558","128.237.113.226","54.210.90.84","TCP","209771","94","[TCP Dup ACK 234#5] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=173125 SRE=175873 SLE=166255 SRE=170377 SLE=163507 SRE=164881"
"241","0.000006","0.284564","128.237.113.226","54.210.90.84","TCP","209865","94","[TCP Dup ACK 234#6] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=177247 SRE=178621 SLE=173125 SRE=175873 SLE=166255 SRE=170377"
"242","0.000009","0.284573","128.237.113.226","54.210.90.84","TCP","209959","94","[TCP Dup ACK 234#7] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=177247 SRE=179995 SLE=173125 SRE=175873 SLE=166255 SRE=170377"
"243","0.000007","0.284580","128.237.113.226","54.210.90.84","TCP","210053","94","[TCP Dup ACK 234#8] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=177247 SRE=181369 SLE=173125 SRE=175873 SLE=166255 SRE=170377"
"244","0.000006","0.284586","128.237.113.226","54.210.90.84","TCP","210147","94","[TCP Dup ACK 234#9] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=182743 SRE=184117 SLE=177247 SRE=181369 SLE=173125 SRE=175873"
"245","0.000007","0.284593","128.237.113.226","54.210.90.84","TCP","210241","94","[TCP Dup ACK 234#10] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=182743 SRE=185491 SLE=177247 SRE=181369 SLE=173125 SRE=175873"
"246","0.000006","0.284599","128.237.113.226","54.210.90.84","TCP","210335","94","[TCP Dup ACK 234#11] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=182743 SRE=186865 SLE=177247 SRE=181369 SLE=173125 SRE=175873"
"247","0.000007","0.284606","128.237.113.226","54.210.90.84","TCP","210429","94","[TCP Dup ACK 234#12] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=182743 SRE=188239 SLE=177247 SRE=181369 SLE=173125 SRE=175873"
"248","0.000009","0.284615","128.237.113.226","54.210.90.84","TCP","210523","94","[TCP Dup ACK 234#13] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=182743 SRE=189613 SLE=177247 SRE=181369 SLE=173125 SRE=175873"
"249","0.000009","0.284624","128.237.113.226","54.210.90.84","TCP","210617","94","[TCP Dup ACK 234#14] 62388  >  5201 [ACK] Seq=38 Ack=159385 Win=131072 Len=0 TSval=2940919874 TSecr=528800460 SLE=182743 SRE=190987 SLE=177247 SRE=181369 SLE=173125 SRE=175873"
